BrandName,Product_ID,Product_Name,Category,MRP (Rs.),SellPrice (Rs.),Discount_Percentage %,Product_Desc
and,AND154,AND154 - Westernwear-Women,Westernwear,5299.0,3444.0,35,solid polyester round neck womens regular gown - emerald
and,AND155,AND155 - Westernwear-Women,Westernwear,1799.0,899.0,50,stripes linen round neck womens a-line top - pink
and,AND156,AND156 - Westernwear-Women,Westernwear,1399.0,1119.0,20,solid round neck polyester womens straight top - lemon
and,AND157,AND157 - Westernwear-Women,Westernwear,3099.0,2479.0,20,solid half sleeves polyester womens full length jumpsuit - navy
and,AND158,AND158 - Westernwear-Women,Westernwear,2099.0,1679.0,20,geometric linen collar neck womens straight top - white
and,AND159,AND159 - Westernwear-Women,Westernwear,3899.0,3509.0,10,solid cotton round neck womens dress - navy
and,AND160,AND160 - Westernwear-Women,Westernwear,1899.0,1519.0,20,solid viscose v neck womens straight top - sage
and,AND161,AND161 - Westernwear-Women,Westernwear,3799.0,1899.0,50,checks round neck polyester womens jacket - grey
and,AND162,AND162 - Westernwear-Women,Westernwear,3299.0,1649.0,50,solid cotton round neck womens regular dress - rosewood
and,AND163,AND163 - Westernwear-Women,Westernwear,3099.0,2789.0,10,solid cotton round neck womens dress - green
and,AND164,AND164 - Westernwear-Women,Westernwear,2499.0,1999.0,20,solid round neck polyester womens regular dresses - red
and,AND165,AND165 - Westernwear-Women,Westernwear,1299.0,649.0,50,solid polyester round neck women straight tops - blue mix light
and,AND166,AND166 - Westernwear-Women,Westernwear,3999.0,3199.0,20,solid polyester v neck womens flared gown - teal
and,AND167,AND167 - Westernwear-Women,Westernwear,2499.0,999.0,60,womens fit and flare mandarin collar floral printed skater dress - blue
and,AND168,AND168 - Westernwear-Women,Westernwear,1999.0,799.0,60,womens linen skirts - natural
and,AND169,AND169 - Westernwear-Women,Westernwear,2499.0,1999.0,20,floral comfort linen womens fusion wear trousers - multi
and,AND170,AND170 - Westernwear-Women,Westernwear,2299.0,2069.0,10,solid cotton round neck womens regular dress - pink
and,AND171,AND171 - Westernwear-Women,Westernwear,3099.0,2479.0,20,solid v neck polyester womens flared gown - peach
and,AND172,AND172 - Westernwear-Women,Westernwear,2699.0,2159.0,20,solid v neck polyester womens midi dress - lilac
and,AND173,AND173 - Westernwear-Women,Westernwear,2899.0,1449.0,50,solid polyester round neck womens straight top - wine
and,AND174,AND174 - Westernwear-Women,Westernwear,3099.0,2479.0,20,solid round neck polyester women flared dress - emerald
and,AND175,AND175 - Westernwear-Women,Westernwear,2299.0,1839.0,20,floral polyester round neck womens straight top - mint
and,AND176,AND176 - Westernwear-Women,Westernwear,1799.0,899.0,50,womens shirt type fit round neck self printed top - orange
and,AND177,AND177 - Westernwear-Women,Westernwear,1299.0,649.0,50,self pattern polyester v neck womens regular fit top - aqua
and,AND178,AND178 - Westernwear-Women,Westernwear,1199.0,839.0,30,solid polyester square neck women a line tops - wine
and,AND179,AND179 - Westernwear-Women,Westernwear,1999.0,999.0,50,floral cotton square neck womens a-line top - light blue
and,AND180,AND180 - Westernwear-Women,Westernwear,1999.0,1599.0,20,solid polyester round neck womens top - peach
and,AND181,AND181 - Westernwear-Women,Westernwear,1899.0,1519.0,20,solid polyester collar neck womens top - natural
and,AND182,AND182 - Westernwear-Women,Westernwear,2299.0,1839.0,20,floral v neck cotton womens flared dresses - ecru
and,AND183,AND183 - Westernwear-Women,Westernwear,1699.0,1359.0,20,printed polyester v-neck womens peplum top - lilac
and,AND184,AND184 - Westernwear-Women,Westernwear,3499.0,1749.0,50,solid acrylic round neck womens straight dress - blue mix light
and,AND185,AND185 - Westernwear-Women,Westernwear,2499.0,999.0,60,womens regular fit solid skirt - brown
and,AND186,AND186 - Westernwear-Women,Westernwear,3499.0,2799.0,20,floral square neck linen womens straight dress - blue
and,AND187,AND187 - Westernwear-Women,Westernwear,2998.8888888888887,2699.0,10,solid polyester tie up neck� womens regular dress - peach
and,AND188,AND188 - Westernwear-Women,Westernwear,3299.0,2639.0,20,solid rayon collar neck womens straight dress - pink
and,AND189,AND189 - Westernwear-Women,Westernwear,2332.222222222222,2099.0,10,solid regular fit rayon womens work wear trousers - black
and,AND190,AND190 - Westernwear-Women,Westernwear,2699.0,1349.0,50,solid acrylic v neck womens straight top - yellow
and,AND191,AND191 - Westernwear-Women,Westernwear,1999.0,999.0,50,solid v-neck polyester womens evening dress - black
and,AND192,AND192 - Westernwear-Women,Westernwear,2699.0,1349.0,50,printed viscose high neck womens top - white
and,AND193,AND193 - Westernwear-Women,Westernwear,3099.0,1549.0,50,solid polyester square neck womens straight dress - teal
and,AND194,AND194 - Westernwear-Women,Westernwear,1899.0,1519.0,20,solid polyester collar neck womens straight top - wine
and,AND195,AND195 - Westernwear-Women,Westernwear,2332.222222222222,2099.0,10,tapered three quarter length linen womens fusion wear shorts - wine
and,AND196,AND196 - Westernwear-Women,Westernwear,2099.0,1049.0,50,floral polyester v-neck womens fit and flare top - blue mix light
and,AND197,AND197 - Westernwear-Women,Westernwear,2199.0,1099.0,50,printed viscose v neck womens top - pink mix
and,AND198,AND198 - Westernwear-Women,Westernwear,1399.0,1119.0,20,solid collar neck viscose womens straight top - blue
and,AND199,AND199 - Westernwear-Women,Westernwear,2499.0,1249.0,50,floral polyester square neck womens straight dress - multi
and,AND200,AND200 - Westernwear-Women,Westernwear,3887.777777777778,3499.0,10,solid square neck cotton womens midi dress - pink
and,AND201,AND201 - Westernwear-Women,Westernwear,2332.222222222222,2099.0,10,solid tapered polyester womens work wear trousers - blue
and,AND202,AND202 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid viscose round neck womens straight top - wine
and,AND203,AND203 - Westernwear-Women,Westernwear,3299.0,2639.0,20,solid polyester v neck womens flared dress - pink
and,AND204,AND204 - Westernwear-Women,Westernwear,4199.0,2099.0,50,floral full sleeves polyester womens regular jacket - black
and,AND205,AND205 - Westernwear-Women,Westernwear,1499.0,749.0,50,solid v-neck womens tie-ups top - sage
and,AND206,AND206 - Westernwear-Women,Westernwear,2799.0,1399.0,50,floral square neck viscose womens regular fit gown - blue mix light
and,AND207,AND207 - Westernwear-Women,Westernwear,3887.777777777778,3499.0,10,solid 3/4 sleeves polyester womens regular length jumpsuit - peach
and,AND208,AND208 - Westernwear-Women,Westernwear,4332.222222222222,3899.0,10,solid collar neck viscose womens midi dress - yellow
and,AND209,AND209 - Westernwear-Women,Westernwear,3499.0,1749.0,50,solid acrylic round neck womens straight dress - yellow
and,AND210,AND210 - Westernwear-Women,Westernwear,1599.0,1279.0,20,floral polyester round neck womens straight top - blue
and,AND211,AND211 - Westernwear-Women,Westernwear,2221.111111111111,1999.0,10,solid tapered fit rayon womens trousers - black
and,AND212,AND212 - Westernwear-Women,Westernwear,1499.0,749.0,50,solid polyester round neck women straight top - peach
and,AND213,AND213 - Westernwear-Women,Westernwear,2554.4444444444443,2299.0,10,solid regular linen womens fusion wear trousers - pink
and,AND214,AND214 - Westernwear-Women,Westernwear,1299.0,649.0,50,floral cotton choker neck womens top - white
and,AND215,AND215 - Westernwear-Women,Westernwear,1099.0,549.0,50,solid choker neck womens woven top - blue
and,AND216,AND216 - Westernwear-Women,Westernwear,2499.0,1999.0,20,floral round neck polyester womens straight dress - pink mix
and,AND217,AND217 - Westernwear-Women,Westernwear,2899.0,1449.0,50,solid acrylic round neck womens straight top - black
and,AND218,AND218 - Westernwear-Women,Westernwear,2899.0,2029.0,30,floral square neck polyester women flared dress - black
and,AND219,AND219 - Westernwear-Women,Westernwear,3299.0,1649.0,50,solid acrylic round neck womens straight dress - wine
and,AND220,AND220 - Westernwear-Women,Westernwear,2499.0,1999.0,20,polka dots collar neck viscose womens regular dresses - yellow
and,AND221,AND221 - Westernwear-Women,Westernwear,2699.0,1889.0,30,solid polyester v neck womens flared dress - black
and,AND222,AND222 - Westernwear-Women,Westernwear,1899.0,1519.0,20,floral viscose collar neck womens straight top - white
and,AND223,AND223 - Westernwear-Women,Westernwear,2099.0,1469.0,30,floral polyester round neck womens straight top - natural
and,AND224,AND224 - Westernwear-Women,Westernwear,1699.0,1359.0,20,solid polyester round neck womens straight top - emerald
and,AND225,AND225 - Westernwear-Women,Westernwear,3099.0,2479.0,20,floral linen round neck womens straight dress - powder blue
and,AND226,AND226 - Westernwear-Women,Westernwear,1554.4444444444443,1399.0,10,solid viscose v neck womens tops - lilac
and,AND227,AND227 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid viscose square neck womens woven top - pink
and,AND228,AND228 - Westernwear-Women,Westernwear,1799.0,899.0,50,solid v-neck womens fit & flare top - rust
and,AND229,AND229 - Westernwear-Women,Westernwear,1699.0,1359.0,20,solid polyester round neck womens flared top - pink
and,AND230,AND230 - Westernwear-Women,Westernwear,2899.0,2029.0,30,solid polyester square neck womens straight dress - wine
and,AND231,AND231 - Westernwear-Women,Westernwear,3699.0,1849.0,50,jacquard round neck polyester womens jacket - grey
and,AND232,AND232 - Westernwear-Women,Westernwear,2299.0,1839.0,20,floral polyester round neck womens straight top - powder blue
and,AND233,AND233 - Westernwear-Women,Westernwear,3699.0,2959.0,20,solid collar neck viscose womens regular jumpsuits - navy
and,AND234,AND234 - Westernwear-Women,Westernwear,1999.0,999.0,50,solid v-neck polyester womens evening dress - peach
and,AND235,AND235 - Westernwear-Women,Westernwear,3499.0,1749.0,50,womens fit and flare v neck floral printed asymmetrical dress - cream
and,AND236,AND236 - Westernwear-Women,Westernwear,1999.0,999.0,50,printed viscose round neck womens pullover - black
and,AND237,AND237 - Westernwear-Women,Westernwear,3499.0,1749.0,50,solid shirt collar womens casual dress - light blue
and,AND238,AND238 - Westernwear-Women,Westernwear,2999.0,1499.0,50,solid round neck womens evening dress - sage
and,AND239,AND239 - Westernwear-Women,Westernwear,1599.0,1279.0,20,solid polyester v neck womens regular top - black
and,AND240,AND240 - Westernwear-Women,Westernwear,1899.0,949.0,50,floral viscose womens top - multi
and,AND241,AND241 - Westernwear-Women,Westernwear,3499.0,2799.0,20,solid half sleeves cotton womens ankle length jumpsuit - black
and,AND242,AND242 - Westernwear-Women,Westernwear,1799.0,899.0,50,solid round neck cotton womens casual dress - blue
and,AND243,AND243 - Westernwear-Women,Westernwear,2099.0,1679.0,20,solid polyester round neck womens straight top - sage
and,AND244,AND244 - Westernwear-Women,Westernwear,1899.0,1519.0,20,floral polyester tie up neck womens straight top - white
and,AND245,AND245 - Westernwear-Women,Westernwear,1899.0,1329.0,30,solid rayon round neck womens straight top - sage
and,AND246,AND246 - Westernwear-Women,Westernwear,2699.0,1349.0,50,solid viscose boat neck womens regular top - magenta
and,AND247,AND247 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid linen v-neck womens fit & flare top - sage
and,AND248,AND248 - Westernwear-Women,Westernwear,2699.0,2159.0,20,solid linen round neck womens straight dress - lemon
and,AND249,AND249 - Westernwear-Women,Westernwear,4110.0,3699.0,10,floral round neck polyester womens straight gown - pink
and,AND250,AND250 - Westernwear-Women,Westernwear,1499.0,749.0,50,womens round neck floral print top - pink
and,AND251,AND251 - Westernwear-Women,Westernwear,3110.0,2799.0,10,solid straight fit cotton womens trousers - light blue
and,AND252,AND252 - Westernwear-Women,Westernwear,2799.0,1399.0,50,floral round neck polyester womens casual dress - multi
and,AND253,AND253 - Westernwear-Women,Westernwear,2899.0,1449.0,50,floral cotton round neck womens straight top - white
and,AND254,AND254 - Westernwear-Women,Westernwear,3443.333333333333,3099.0,10,floral collar neck linen womens straight dresses - multi
and,AND255,AND255 - Westernwear-Women,Westernwear,2499.0,1999.0,20,floral round neck viscose womens midi dress - blue
and,AND256,AND256 - Westernwear-Women,Westernwear,3499.0,2449.0,30,printed polyester round neck womens regular gown - red
and,AND257,AND257 - Westernwear-Women,Westernwear,1799.0,899.0,50,floral linen shirt collar womens straight top - yellow
and,AND258,AND258 - Westernwear-Women,Westernwear,2699.0,2159.0,20,printed v-neck polyester womens a-line dress - sage
and,AND259,AND259 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid viscose round neck women regular tops - peach
and,AND260,AND260 - Westernwear-Women,Westernwear,2499.0,1249.0,50,printed polyester collar neck womens regular dress - navy
and,AND261,AND261 - Westernwear-Women,Westernwear,1999.0,1399.0,30,stripes polyester round neck womens straight top - peach
and,AND262,AND262 - Westernwear-Women,Westernwear,2099.0,1679.0,20,floral viscose round neck womens regular top - white
and,AND263,AND263 - Westernwear-Women,Westernwear,1499.0,749.0,50,floral viscose square neck womens woven top - pink
and,AND264,AND264 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid v-neck viscose womens knee length dress - lilac
and,AND265,AND265 - Westernwear-Women,Westernwear,2299.0,1149.0,50,solid acrylic v- neck women regular tops - blue mix light
and,AND266,AND266 - Westernwear-Women,Westernwear,1899.0,1234.0,35,solid polyester square neck womens regular dress - green
and,AND267,AND267 - Westernwear-Women,Westernwear,1599.0,1279.0,20,floral round neck polyester womens straight top - sage
and,AND268,AND268 - Westernwear-Women,Westernwear,2799.0,1119.0,60,womens round neck solid top - flash
and,AND269,AND269 - Westernwear-Women,Westernwear,2699.0,2159.0,20,solid polyester round neck womens regular dress - black
and,AND270,AND270 - Westernwear-Women,Westernwear,2699.0,1349.0,50,solid acrylic round neck womens straight top - red
and,AND271,AND271 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid shirt collar womens peplum top - white
and,AND272,AND272 - Westernwear-Women,Westernwear,3999.0,1999.0,50,women v-neck floral fit and flare dress - yellow
and,AND273,AND273 - Westernwear-Women,Westernwear,4099.0,3689.0,10,solid cotton round neck womens regular dress - black
and,AND274,AND274 - Westernwear-Women,Westernwear,2299.0,1149.0,50,solid shirt collar polyester womens workwear dress - navy
and,AND275,AND275 - Westernwear-Women,Westernwear,1899.0,949.0,50,floral v-neck womens peplum top - blue mix light
and,AND276,AND276 - Westernwear-Women,Westernwear,1999.0,1399.0,30,floral polyester square neck womens peplum top - sage
and,AND277,AND277 - Westernwear-Women,Westernwear,2776.6666666666665,2499.0,10,solid cotton round neck womens dress - white
and,AND278,AND278 - Westernwear-Women,Westernwear,2499.0,1249.0,50,striped v-neck cotton blend womens straight dress - black mix
and,AND279,AND279 - Westernwear-Women,Westernwear,2699.0,2159.0,20,floral rayon collar neck womens straight dress - white
and,AND280,AND280 - Westernwear-Women,Westernwear,2799.0,1399.0,50,striped v-neck polyester womens dress - multi
and,AND281,AND281 - Westernwear-Women,Westernwear,1699.0,1359.0,20,stripes cotton collar neck womens straight top - blue
and,AND282,AND282 - Westernwear-Women,Westernwear,1799.0,899.0,50,solid viscose rayon mandarin collar womens straight top - sage
and,AND283,AND283 - Westernwear-Women,Westernwear,2799.0,1959.0,30,solid cotton round neck womens regular dress - multi
and,AND284,AND284 - Westernwear-Women,Westernwear,2499.0,1249.0,50,checks round neck polyester womens flared dress - grey
and,AND285,AND285 - Westernwear-Women,Westernwear,1899.0,949.0,50,floral linen v-neck womens straight top - lemon
and,AND286,AND286 - Westernwear-Women,Westernwear,1999.0,999.0,50,floral polyester collar neck womens top - mint
and,AND287,AND287 - Westernwear-Women,Westernwear,2799.0,1399.0,50,solid polyester round neck womens straight top - navy
and,AND288,AND288 - Westernwear-Women,Westernwear,1699.0,849.0,50,stripes v-neck womens fit & flare top - pink
and,AND289,AND289 - Westernwear-Women,Westernwear,1899.0,949.0,50,self design rayon shirt collar womens woven top - blue
and,AND290,AND290 - Westernwear-Women,Westernwear,3299.0,1649.0,50,solid acrylic round neck womens straight top - black
and,AND291,AND291 - Westernwear-Women,Westernwear,3099.0,2479.0,20,solid viscose womens regular jumpsuits - pink
and,AND292,AND292 - Westernwear-Women,Westernwear,2099.0,1679.0,20,stripes viscose collar neck womens regular top - blue mix light
and,AND293,AND293 - Westernwear-Women,Westernwear,2499.0,1249.0,50,printed viscose round neck womens top - peach
and,AND294,AND294 - Westernwear-Women,Westernwear,2554.4444444444443,2299.0,10,solid straight rayon women work wear trouser - blue mix light
and,AND295,AND295 - Westernwear-Women,Westernwear,2499.0,1999.0,20,solid collar neck viscose womens flared dresses - yellow
and,AND296,AND296 - Westernwear-Women,Westernwear,1499.0,749.0,50,polka dots round neck cotton womens shift top - blue
and,AND297,AND297 - Westernwear-Women,Westernwear,2099.0,1679.0,20,stripes v-neck rayon womens regular top - multi
and,AND298,AND298 - Westernwear-Women,Westernwear,1699.0,849.0,50,abstract polyester v-neck womens peplum top - natural
and,AND299,AND299 - Westernwear-Women,Westernwear,2299.0,1839.0,20,floral linen square neck womens straight top - white
and,AND300,AND300 - Westernwear-Women,Westernwear,1799.0,899.0,50,floral off shoulder viscose womens knee length dress - red
and,AND301,AND301 - Westernwear-Women,Westernwear,2299.0,1839.0,20,solid nylon boat neck womens straight top - black
and,AND302,AND302 - Westernwear-Women,Westernwear,1699.0,1189.0,30,solid polyester v- neck women regular top - orange
and,AND303,AND303 - Westernwear-Women,Westernwear,1399.0,1119.0,20,solid cotton round neck womens straight top - lilac
and,AND304,AND304 - Westernwear-Women,Westernwear,4499.0,3149.0,30,solid cotton round neck womens regular gown - sage
and,AND305,AND305 - Westernwear-Women,Westernwear,2999.0,1499.0,50,womens regular fit striped jumpsuit - brown mix
and,AND306,AND306 - Westernwear-Women,Westernwear,4299.0,2149.0,50,solid polyester round neck womens casual jacket - blue mix light
and,AND307,AND307 - Westernwear-Women,Westernwear,1699.0,849.0,50,self design viscose shirt collar womens peplum top - lemon
and,AND308,AND308 - Westernwear-Women,Westernwear,2699.0,2159.0,20,solid viscose v neck womens straight dress - sage
and,AND309,AND309 - Westernwear-Women,Westernwear,1599.0,1279.0,20,floral polyester round neck womens straight top - pink
and,AND310,AND310 - Westernwear-Women,Westernwear,1899.0,949.0,50,floral polyester round neck womens fit and flare top - multi
and,AND311,AND311 - Westernwear-Women,Westernwear,1799.0,899.0,50,womens regular fit solid top - marine green
and,AND312,AND312 - Westernwear-Women,Westernwear,1699.0,1189.0,30,solid polyester v neck womens a line top - rust
and,AND313,AND313 - Westernwear-Women,Westernwear,4998.888888888889,4499.0,10,floral round neck polyester women flared gown - blue mix light
and,AND314,AND314 - Westernwear-Women,Westernwear,2699.0,1889.0,30,stripes rayon square neck womens a-line set - blue
and,AND315,AND315 - Westernwear-Women,Westernwear,1799.0,899.0,50,solid v neck rayon womens straight fit midi dress - yellow
and,AND316,AND316 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid polyester v-neck womens top - red
and,AND317,AND317 - Westernwear-Women,Westernwear,2299.0,1149.0,50,solid viscose collar neck womens straight top - black
and,AND318,AND318 - Westernwear-Women,Westernwear,1999.0,999.0,50,floral polyester round neck womens straight top - blue mix light
and,AND319,AND319 - Westernwear-Women,Westernwear,4999.0,3999.0,20,solid round neck polyester women flared gown - pink mix
and,AND320,AND320 - Westernwear-Women,Westernwear,1899.0,1519.0,20,printed polyester v-neck womens cropped top - pink
and,AND321,AND321 - Westernwear-Women,Westernwear,1499.0,749.0,50,abstract polyester v-neck womens peplum top - blue
and,AND322,AND322 - Westernwear-Women,Westernwear,2699.0,1889.0,30,solid v-neck polyester womens casual dress - black
and,AND323,AND323 - Westernwear-Women,Westernwear,2899.0,1449.0,50,floral round neck rayon womens shift dress - ecru
and,AND324,AND324 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid collar neck rayon womens regular fit top - blue
and,AND325,AND325 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid high neck polyester womens casual dress - lilac
and,AND326,AND326 - Westernwear-Women,Westernwear,2099.0,1679.0,20,floral viscose boat neck womens flared dress - mint
and,AND327,AND327 - Westernwear-Women,Westernwear,1699.0,1359.0,20,solid polyester round neck womens straight top - cream
and,AND328,AND328 - Westernwear-Women,Westernwear,2899.0,1449.0,50,solid collar neck viscose womens regular fit top - cream
and,AND329,AND329 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid polyester v-neck womens fit and flare top - black
and,AND330,AND330 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid linen shirt collar womens tie-ups top - black
and,AND331,AND331 - Westernwear-Women,Westernwear,1699.0,849.0,50,striped viscose shirt collar womens straight top - white
and,AND332,AND332 - Westernwear-Women,Westernwear,4299.0,2149.0,50,solid full sleeves rayon womens regular jumpsuits - peach
and,AND333,AND333 - Westernwear-Women,Westernwear,1399.0,1119.0,20,solid cotton round neck womens straight top - blue
and,AND334,AND334 - Westernwear-Women,Westernwear,1799.0,899.0,50,womens regular fit solid trousers - navy
and,AND335,AND335 - Westernwear-Women,Westernwear,1899.0,949.0,50,stripes mandarin collar womens a-line top - yellow
and,AND336,AND336 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid viscose square neck women regular tops - pink mix
and,AND337,AND337 - Westernwear-Women,Westernwear,1899.0,1519.0,20,solid polyester boat neck womens straight top - red
and,AND338,AND338 - Westernwear-Women,Westernwear,2699.0,2159.0,20,solid v neck polyester womens wrap dress - black
and,AND339,AND339 - Westernwear-Women,Westernwear,1299.0,649.0,50,solid boat neck womens a-line top - lemon
and,AND340,AND340 - Westernwear-Women,Westernwear,1899.0,949.0,50,checked square neck cotton womens evening dress - green
and,AND341,AND341 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid cotton collar neck women regular top - mid blue
and,AND342,AND342 - Westernwear-Women,Westernwear,2776.6666666666665,2499.0,10,solid v neck polyester womens midi dress - multi
and,AND343,AND343 - Westernwear-Women,Westernwear,2699.0,1349.0,50,solid boat neck viscose womens regular fit top - grey
and,AND344,AND344 - Westernwear-Women,Westernwear,2299.0,1839.0,20,checks boat neck polyester womens flared dress - blue
and,AND345,AND345 - Westernwear-Women,Westernwear,2899.0,2319.0,20,solid collar neck linen womens regular dress - wine
and,AND346,AND346 - Westernwear-Women,Westernwear,1299.0,649.0,50,solid choker neck womens a-line top - pink
and,AND347,AND347 - Westernwear-Women,Westernwear,2999.0,1199.0,60,womens fit and flare v neck printed midi dress - mullet
and,AND348,AND348 - Westernwear-Women,Westernwear,1799.0,1439.0,20,printed polyester round neck womens blouson top - blue mix light
and,AND349,AND349 - Westernwear-Women,Westernwear,1499.0,749.0,50,solid v-neck womens fit & flare top - black
and,AND350,AND350 - Westernwear-Women,Westernwear,2499.0,999.0,60,womens sheath fit v neck check flared jumpsuit - black
and,AND351,AND351 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid polyester round neck womens straight top - peach
and,AND352,AND352 - Westernwear-Women,Westernwear,1899.0,1519.0,20,regular calf length viscose womens fusion wear skirts - white
and,AND353,AND353 - Westernwear-Women,Westernwear,2499.0,1749.0,30,solid v- neck viscose women wrap dress - pink
and,AND354,AND354 - Westernwear-Women,Westernwear,1499.0,749.0,50,solid polyester key hole neck womens a-line top - teal
and,AND355,AND355 - Westernwear-Women,Westernwear,2998.8888888888887,2699.0,10,solid cotton straight fit womens trousers - grey
and,AND356,AND356 - Westernwear-Women,Westernwear,1998.888888888889,1799.0,10,solid straight rayon women work wear trouser - black
and,AND357,AND357 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid tie up neck polyester womens fit & flare dress - black
and,AND358,AND358 - Westernwear-Women,Westernwear,1399.0,909.0,35,solid polyester collar neck womens regular top - maroon
and,AND359,AND359 - Westernwear-Women,Westernwear,1399.0,1119.0,20,solid cotton round neck womens straight top - powder blue
and,AND360,AND360 - Westernwear-Women,Westernwear,2399.0,1199.0,50,solid off shoulder viscose womens regular fit midi dress - sage
and,AND361,AND361 - Westernwear-Women,Westernwear,3699.0,2589.0,30,solid chiffon round neck womens ethnic set - black
and,AND362,AND362 - Westernwear-Women,Westernwear,2199.0,1099.0,50,solid linen womens top - dark blue
and,AND363,AND363 - Westernwear-Women,Westernwear,3099.0,1549.0,50,floral round neck rayon womens casual dress - white
and,AND364,AND364 - Westernwear-Women,Westernwear,2299.0,1149.0,50,solid v- neck polyester women shift dress - emerald
and,AND365,AND365 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid cotton v- neck women regular top - sage
and,AND366,AND366 - Westernwear-Women,Westernwear,1899.0,1329.0,30,solid tencel collar neck womens straight top - black
and,AND367,AND367 - Westernwear-Women,Westernwear,2499.0,1624.0,35,solid polyester collar neck womens straight dress - wine
and,AND368,AND368 - Westernwear-Women,Westernwear,2099.0,1889.0,10,solid cotton round neck womens regular dress - red
and,AND369,AND369 - Westernwear-Women,Westernwear,1699.0,1189.0,30,floral polyester round neck women blouson top - green
and,AND370,AND370 - Westernwear-Women,Westernwear,2299.0,1839.0,20,floral round neck polyester womens straight top - white
and,AND371,AND371 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid polyester round neck womens regular fit top - wine
and,AND372,AND372 - Westernwear-Women,Westernwear,2799.0,1959.0,30,solid polyester square neck womens regular gown - blue mix light
and,AND373,AND373 - Westernwear-Women,Westernwear,1899.0,949.0,50,solid tie up neck polyester womens fit & flare dress - pink mix
and,AND374,AND374 - Westernwear-Women,Westernwear,3299.0,2144.0,35,floral full sleeves viscose women calf length jumpsuits - blue
and,AND375,AND375 - Westernwear-Women,Westernwear,1299.0,649.0,50,solid cotton round neck womens fit and flare top - pink
and,AND376,AND376 - Westernwear-Women,Westernwear,1699.0,1359.0,20,solid round neck viscose womens straight top - yellow
and,AND377,AND377 - Westernwear-Women,Westernwear,3499.0,2274.0,35,solid sleeveless linen womens full length jumpsuit - black mix
and,AND378,AND378 - Westernwear-Women,Westernwear,2554.4444444444443,2299.0,10,stripes cotton square neck womens top - blue
and,AND379,AND379 - Westernwear-Women,Westernwear,1099.0,879.0,20,solid polyester collar neck womens straight top - yellow
and,AND380,AND380 - Westernwear-Women,Westernwear,2899.0,1449.0,50,solid collar neck polyester women shift dress - pink
and,AND381,AND381 - Westernwear-Women,Westernwear,1699.0,849.0,50,solid rayon shirt collar womens woven top - lemon
and,AND382,AND382 - Westernwear-Women,Westernwear,2776.6666666666665,2499.0,10,solid cotton round neck womens dress - sage
and,AND383,AND383 - Westernwear-Women,Westernwear,2899.0,1449.0,50,floral round neck rayon womens wrap dress - sage
and,AND384,AND384 - Westernwear-Women,Westernwear,1899.0,949.0,50,floral square neck womens a-line top - white
and,AND385,AND385 - Westernwear-Women,Westernwear,4899.0,3919.0,20,floral linen womens straight jumpsuits - pink
and,AND386,AND386 - Westernwear-Women,Westernwear,1699.0,1189.0,30,solid viscose round neck womens cropped top - coral
and,AND387,AND387 - Westernwear-Women,Westernwear,2299.0,1149.0,50,solid viscose square neck women regular top - burgundy
and,AND388,AND388 - Westernwear-Women,Westernwear,1899.0,1519.0,20,solid viscose collar neck womens regular top - sage
and,AND389,AND389 - Westernwear-Women,Westernwear,2499.0,1999.0,20,self pattern cotton  women's casual wear pants - grey
and,AND390,AND390 - Westernwear-Women,Westernwear,2499.0,1249.0,50,solid v-neck polyester womens fit & flare dress - peach
and,AND391,AND391 - Westernwear-Women,Westernwear,1699.0,849.0,50,striped straight fit viscose womens casual wear trousers - black mix
and,AND392,AND392 - Westernwear-Women,Westernwear,4499.0,3599.0,20,floral polyester boat neck womens straight gown - pink mix
and,AND393,AND393 - Westernwear-Women,Westernwear,999.0,499.0,50,womens v- neck floral top - blue
and,AND394,AND394 - Westernwear-Women,Westernwear,2299.0,1149.0,50,self design cotton shirt collar womens woven top - light blue
and,AND395,AND395 - Westernwear-Women,Westernwear,2499.0,1999.0,20,self pattern cotton  women's casual wear pants - ice blue
and,AND396,AND396 - Westernwear-Women,Westernwear,4199.0,2099.0,50,floral round neck polyester womens jacket - cream
and,AND397,AND397 - Westernwear-Women,Westernwear,2799.0,1399.0,50,womens a line fit key hole neck stripe embroidered midi dress - blue
and,AND398,AND398 - Westernwear-Women,Westernwear,1999.0,999.0,50,floral polyester v-neck womens asymmetric top - pink
and,AND399,AND399 - Westernwear-Women,Westernwear,3499.0,2449.0,30,floral v- neck polyester women flared dress - blue mix light
